Date,DJIA
7/9/1969,861.62
7/10/1969,847.79
7/11/1969,852.25
7/14/1969,843.14
7/15/1969,841.13
7/16/1969,849.34
7/17/1969,853.09
7/18/1969,845.92
7/22/1969,834.02
7/23/1969,827.95
7/24/1969,826.53
7/25/1969,818.06
7/28/1969,806.23
7/29/1969,801.96
7/30/1969,803.58
7/31/1969,815.47
8/1/1969,826.59
8/4/1969,822.58
8/5/1969,821.23
8/6/1969,825.88
8/7/1969,826.27
8/8/1969,824.46
8/11/1969,819.83
8/12/1969,812.96
8/13/1969,809.13
8/14/1969,813.23
8/15/1969,820.88
8/18/1969,827.68
8/19/1969,833.69
8/20/1969,833.22
8/21/1969,834.87
8/22/1969,837.25
8/25/1969,831.44
8/26/1969,823.52
8/27/1969,824.78
8/28/1969,828.41
8/29/1969,836.72
9/2/1969,837.78
9/3/1969,835.67
9/4/1969,825.3
9/5/1969,819.5
9/8/1969,811.84
9/9/1969,815.67
9/10/1969,828.01
9/11/1969,825.77
9/12/1969,824.25
9/15/1969,830.45
9/16/1969,831.64
9/17/1969,826.56
9/18/1969,831.57
9/19/1969,830.39
9/22/1969,831.77
9/23/1969,834.81
9/24/1969,834.68
9/25/1969,829.92
9/26/1969,824.18
9/29/1969,818.04
9/30/1969,813.09
10/1/1969,806.89
10/2/1969,811.84
10/3/1969,808.41
10/6/1969,809.4
10/7/1969,806.23
10/8/1969,802.2
10/9/1969,803.79
10/10/1969,806.96
10/13/1969,819.3
10/14/1969,832.43
10/15/1969,830.06
10/16/1969,838.77
10/17/1969,836.06
10/20/1969,839.23
10/21/1969,846.88
10/22/1969,860.35
10/23/1969,855.73
10/24/1969,862.26
10/27/1969,860.28
10/28/1969,855.86
10/29/1969,848.34
10/30/1969,850.51
10/31/1969,855.99
11/3/1969,854.54
11/4/1969,853.48
11/5/1969,854.08
11/6/1969,855.2
11/7/1969,860.48
11/10/1969,863.05
11/11/1969,859.75
11/12/1969,855.99
11/13/1969,849.85
11/14/1969,849.26
11/17/1969,842.53
11/18/1969,845.17
11/19/1969,839.96
11/20/1969,831.18
11/21/1969,823.13
11/24/1969,812.9
11/25/1969,807.29
11/26/1969,810.52
11/28/1969,812.3
12/1/1969,805.04
12/2/1969,801.35
12/3/1969,793.36
12/4/1969,796.53
12/5/1969,793.03
12/8/1969,785.04
12/9/1969,783.79
12/10/1969,783.99
12/11/1969,783.53
12/12/1969,786.69
12/15/1969,784.05
12/16/1969,773.83
12/17/1969,769.93
12/18/1969,783.79
12/19/1969,789.86
12/22/1969,785.97
12/23/1969,783.79
12/24/1969,794.15
12/26/1969,797.65
12/29/1969,792.37
12/30/1969,794.68
12/31/1969,800.36
1/2/1970,809.2
